hsnr,hs,begadr,endadr,labez,labezsuf,certainty,lemma,lesart,labezorig,labezsuforig,suffix2,kontrolle,fehler,suff,vid,vl,korr,lekt,komm,anfalt,endalt,labezalt,lasufalt,base,over,comp,over1,comp1,printout,category,passage
422111,F1,21441028,21441028,a,,1,,ηλθεν,a,,,,,,,,,,,,,,,,,,,,,,"[21441028,21441029)"
422111,F1,21441034,21441034,a,,1,,ιδου,a,,,,,,,,,,,,,,,,,,,,,,"[21441034,21441035)"
422111,F1,21441036,21441044,a,,1,,παραδιδοται ο υιος του ανθρωπου,a,,,,,,,,,,,,,,,,,,,,,,"[21441036,21441045)"
422111,F1,21441048,21441048,b,,1,,,b,,,,,,,,,,,,,,,,,,,,,,"[21441048,21441049)"
422111,F1,21441052,21441052,a,,1,,των,a,,,,,,,,,,,,,,,,,,,,,,"[21441052,21441053)"
422111,F1,21442002,21442002,a,,1,,εγειρεσθε,a,,,,,,,,,,,,,,,,,,,,,,"[21442002,21442003)"
422111,F1,21442005,21442005,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[21442005,21442006)"
422111,F1,21442008,21442014,a,,1,,ο παραδιδους με ηγγικεν,a,,,,,,,,,,,,,,,,,,,,,,"[21442008,21442015)"
422111,F1,21443002,21443006,c,,1,,και ετι,c,,,,,,,,,,,,,,,,,,,,,,"[21443002,21443007)"
422111,F1,21443008,21443010,a,,1,,αυτου λαλουντος,a,,,,,,,,,,,,,,,,,,,,,,"[21443008,21443011)"
422111,F1,21443012,21443012,a,,1,,παραγινεται,a,,,,,,,,,,,,,,,,,,,,,,"[21443012,21443013)"
422111,F1,21443014,21443014,a,,1,,ιουδας,a,,,,,,,,,,,,,,,,,,,,,,"[21443014,21443015)"
422111,F1,21443016,21443020,a,,1,,εις των δωδεκα,a,,,,,,,,,,,,,,,,,,,,,,"[21443016,21443021)"
422111,F1,21443017,21443017,b,,1,,ων,b,,,,,,,,,,,,,,,,,,,,,,"[21443017,21443018)"
422111,F1,21443022,21443022,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[21443022,21443023)"
422111,F1,21443024,21443026,a,,1,,μετ αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[21443024,21443027)"
422111,F1,21443029,21443029,b,,1,,πολυς,b,,,,,,,,,,,,,,,,,,,,,,"[21443029,21443030)"
422111,F1,21443037,21443054,a,,1,,παρα των αρχιερεων και των γραμματεων και των πρεσβυτερων,a,,,,,,,,,,,,,,,,,,,,,,"[21443037,21443055)"
422111,F1,21443037,21443037,b,,1,,απεσταλμενοι,b,,,,,,,,,,,,,,,,,,,,,,"[21443037,21443038)"
422111,F1,21443038,21443038,a,,1,,παρα,a,,,,,,,,,,,,,,,,,,,,,,"[21443038,21443039)"
422111,F1,21443045,21443045,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[21443045,21443046)"
422111,F1,21443046,21443054,e,,1,,γραμματεων και πρεσβυτερων,e,,,,,,,,,,,,,,,,,,,,,,"[21443046,21443055)"
422111,F1,21444002,21444016,a,,1,,δεδωκει δε ο παραδιδους αυτον συσσημον αυτοις λεγων,a,,,,,,,,,,,,,,,,,,,,,,"[21444002,21444017)"
422111,F1,21444002,21444002,a,,1,,δεδωκει,a,,,,,,,,,,,,,,,,,,,,,,"[21444002,21444003)"
422111,F1,21444004,21444004,a,,1,,δε,a,,,,,,,,,,,,,,,,,,,,,,"[21444004,21444005)"
422111,F1,21444008,21444008,a,,1,,παραδιδους,a,,,,,,,,,,,,,,,,,,,,,,"[21444008,21444009)"
422111,F1,21444010,21444010,a,,1,,αυτον,a,,,,,,,,,,,,,,,,,,,,,,"[21444010,21444011)"
422111,F1,21444012,21444016,a,,1,,συσσημον αυτοις λεγων,a,,,,,,,,,,,,,,,,,,,,,,"[21444012,21444017)"
422111,F1,21444017,21444017,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[21444017,21444018)"
422111,F1,21444018,21444020,a,,1,,ον αν,a,,,,,,,,,,,,,,,,,,,,,,"[21444018,21444021)"
422111,F1,21444024,21444024,a,,1,,αυτος,a,,,,,,,,,,,,,,,,,,,,,,"[21444024,21444025)"
422111,F1,21444026,21444026,a,,1,,εστιν,a,,,,,,,,,,,,,,,,,,,,,,"[21444026,21444027)"
422111,F1,21444030,21444036,a,,1,,αυτον και απαγαγετε ασφαλως,a,,,,,,,,,,,,,,,,,,,,,,"[21444030,21444037)"
422111,F1,21444034,21444034,a,,1,,απαγαγετε,a,,,,,,,,,,,,,,,,,,,,,,"[21444034,21444035)"
422111,F1,21444036,21444036,a,,1,,ασφαλως,a,,,,,,,,,,,,,,,,,,,,,,"[21444036,21444037)"
422111,F1,21445004,21445008,e,,1,,ευθεως προσελθων,e,,,,,,,,,,,,,,,,,,,,,,"[21445004,21445009)"
422111,F1,21445010,21445015,a,,1,,αυτω λεγει ραββι,a,,,,,,,,,,,,,,,,,,,,,,"[21445010,21445016)"
422111,F1,21445010,21445012,a,,1,,αυτω λεγει,a,,,,,,,,,,,,,,,,,,,,,,"[21445010,21445013)"
422111,F1,21445013,21445013,b,,1,,χαιρε,b,,,,,,,,,,,,,,,,,,,,,,"[21445013,21445014)"
422111,F1,21445015,21445015,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[21445015,21445016)"
422111,F1,21446006,21446012,a,,1,,επεβαλον τας χειρας αυτω,a,,,,,,,,,,,,,,,,,,,,,,"[21446006,21446013)"
422111,F1,21446006,21446006,a,,1,,επεβαλον,a,,,,,,,,,,,,,,,,,,,,,,"[21446006,21446007)"
422111,F1,21446008,21446012,a,,1,,τας χειρας αυτω,a,,,,,,,,,,,,,,,,,,,,,,"[21446008,21446013)"
422111,F1,21446014,21446018,a,,1,,και εκρατησαν αυτον,a,,,,,,,,,,,,,,,,,,,,,,"[21446014,21446019)"
422111,F1,21446016,21446016,a,,1,,εκρατησαν,a,,,,,,,,,,,,,,,,,,,,,,"[21446016,21446017)"
422111,F1,21447002,21447006,b,,1,,και εις τις,b,,,,,,,,,,,,,,,,,,,,,,"[21447002,21447007)"
422111,F1,21447008,21447010,a,,1,,των παρεστηκοτων,a,,,,,,,,,,,,,,,,,,,,,,"[21447008,21447011)"
422111,F1,21447014,21447014,b,,1,,,b,,,,,,,,,,,,,,,,,,,,,,"[21447014,21447015)"
422111,F1,21447017,21447017,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[21447017,21447018)"
422111,F1,21447018,21447018,a,,1,,επαισεν,a,,,,,,,,,,,,,,,,,,,,,,"[21447018,21447019)"
422111,F1,21447022,21447026,a,,1,,δουλον του αρχιερεως,a,,,,,,,,,,,,,,,,,,,,,,"[21447022,21447027)"
422111,F1,21447027,21447027,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[21447027,21447028)"
422111,F1,21447032,21447036,a,,1,,αυτου το ωταριον,a,,,,,,,,,,,,,,,,,,,,,,"[21447032,21447037)"
422111,F1,21447037,21447037,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[21447037,21447038)"
422111,F1,21448002,21448012,a,,1,,και αποκριθεις ο ιησους ειπεν αυτοις,a,,,,,,,,,,,,,,,,,,,,,,"[21448002,21448013)"
422111,F1,21448002,21448008,a,,1,,και αποκριθεις ο ιησους,a,,,,,,,,,,,,,,,,,,,,,,"[21448002,21448009)"
422111,F1,21448010,21448010,a,,1,,ειπεν,a,,,,,,,,,,,,,,,,,,,,,,"[21448010,21448011)"
422111,F1,21448012,21448012,a,,1,,αυτοις,a,,,,,,,,,,,,,,,,,,,,,,"[21448012,21448013)"
422111,F1,21448014,21448014,a,,1,,ως,a,,,,,,,,,,,,,,,,,,,,,,"[21448014,21448015)"
422111,F1,21448018,21448018,a,,1,,ληστην,a,,,,,,,,,,,,,,,,,,,,,,"[21448018,21448019)"
422111,F1,21449006,21449018,a,,1,,ημην προς υμας εν τω ιερω διδασκων,a,,,,,,,,,,,,,,,,,,,,,,"[21449006,21449019)"
422111,F1,21449006,21449010,a,,1,,ημην προς υμας,a,,,,,,,,,,,,,,,,,,,,,,"[21449006,21449011)"
422111,F1,21449012,21449018,a,,1,,εν τω ιερω διδασκων,a,,,,,,,,,,,,,,,,,,,,,,"[21449012,21449019)"
422111,F1,21449024,21449024,a,,1,,εκρατησατε,a,,,,,,,,,,,,,,,,,,,,,,"[21449024,21449025)"
422111,F1,21449028,21449028,a,,1,,αλλ,a,,,,,,,,,,,,,,,,,,,,,,"[21449028,21449029)"
422111,F1,21449032,21449036,a,,1,,πληρωθωσιν αι γραφαι,a,,,,,,,,,,,,,,,,,,,,,,"[21449032,21449037)"
422111,F1,21449037,21449037,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[21449037,21449038)"
422111,F1,21450002,21450010,b,,1,,και αφεντες αυτον παντες εφυγον,b,,,,,,,,,,,,,,,,,,,,,,"[21450002,21450011)"
422111,F1,21451002,21451006,c,,1,,και εις τις νεανισκος,c,,,,,,,,,,,,,,,,,,,,,,"[21451002,21451007)"
422111,F1,21451008,21451008,c,,1,,ηκολουθει,c,,,,,,,,,,,,,,,,,,,,,,"[21451008,21451009)"
422111,F1,21451014,21451014,a,,1,,σινδονα,a,,,,,,,,,,,,,,,,,,,,,,"[21451014,21451015)"
422111,F1,21451016,21451018,c,,1,,,c,,,,,,,,,,,,,,,,,,,,,,"[21451016,21451019)"
422111,F1,21451020,21451024,e,,1,,οι δε νεανισκοι κρατουσιν αυτον,e,,,,,,,,,,,,,,,,,,,,,,"[21451020,21451025)"
422111,F1,21452006,21452014,a,,1,,καταλιπων την σινδονα γυμνος εφυγεν,a,,,,,,,,,,,,,,,,,,,,,,"[21452006,21452015)"
422111,F1,21452006,21452006,a,,1,,καταλιπων,a,,,,,,,,,,,,,,,,,,,,,,"[21452006,21452007)"
422111,F1,21452012,21452014,a,,1,,γυμνος εφυγεν,a,,,,,,,,,,,,,,,,,,,,,,"[21452012,21452015)"
422111,F1,21452015,21452015,b,,1,,απ αυτων,b,,,,,,,,,,,,,,,,,,,,,,"[21452015,21452016)"
422111,F1,21453004,21453004,a,,1,,απηγαγον,a,,,,,,,,,,,,,,,,,,,,,,"[21453004,21453005)"
422111,F1,21453010,21453010,a,,1,,προς,a,,,,,,,,,,,,,,,,,,,,,,"[21453010,21453011)"
422111,F1,21453012,21453014,a,,1,,τον αρχιερεα,a,,,,,,,,,,,,,,,,,,,,,,"[21453012,21453015)"
422111,F1,21453016,21453036,a,,1,,και συνερχονται παντες οι αρχιερεις και οι πρεσβυτεροι και οι γραμματεις,a,,,,,,,,,,,,,,,,,,,,,,"[21453016,21453037)"
422111,F1,21453018,21453018,a,,1,,συνερχονται,a,,,,,,,,,,,,,,,,,,,,,,"[21453018,21453019)"
422111,F1,21453019,21453019,c,,1,,αυτου,c,,,,,,,,,,,,,,,,,,,,,,"[21453019,21453020)"
422111,F1,21453020,21453020,a,,1,,παντες,a,,,,,,,,,,,,,,,,,,,,,,"[21453020,21453021)"
422111,F1,21453028,21453036,a,,1,,οι πρεσβυτεροι και οι γραμματεις,a,,,,,,,,,,,,,,,,,,,,,,"[21453028,21453037)"
422111,F1,21454002,21454014,a,,1,,και ο πετρος απο μακροθεν ηκολουθησεν αυτω,a,,,,,,,,,,,,,,,,,,,,,,"[21454002,21454015)"
422111,F1,21454002,21454004,a,,1,,και ο,a,,,,,,,,,,,,,,,,,,,,,,"[21454002,21454005)"
422111,F1,21454008,21454010,a,,1,,απο μακροθεν,a,,,,,,,,,,,,,,,,,,,,,,"[21454008,21454011)"
422111,F1,21454012,21454012,b,,1,,ηκολουθει,b,,,,,,,,,,,,,,,,,,,,,,"[21454012,21454013)"
422111,F1,21454014,21454014,a,,1,,αυτω,a,,,,,,,,,,,,,,,,,,,,,,"[21454014,21454015)"
422111,F1,21454016,21454024,f,,1,,εως της αυλης,f,,,,,,,,,,,,,,,,,,,,,,"[21454016,21454025)"
422111,F1,21454032,21454032,a,,1,,ην,a,,,,,,,,,,,,,,,,,,,,,,"[21454032,21454033)"
422111,F1,21454034,21454034,a,,1,,συγκαθημενος,a,,,,,,,,,,,,,,,,,,,,,,"[21454034,21454035)"
422111,F1,21454036,21454044,a,,1,,μετα των υπηρετων και θερμαινομενος,a,,,,,,,,,,,,,,,,,,,,,,"[21454036,21454045)"
422111,F1,21454042,21454042,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[21454042,21454043)"
422111,F1,21454046,21454050,c,,1,,,c,,,,,,,,,,,,,,,,,,,,,,"[21454046,21454051)"
422111,F1,21455004,21455004,a,,1,,δε,a,,,,,,,,,,,,,,,,,,,,,,"[21455004,21455005)"
422111,F1,21455010,21455010,a,,1,,ολον,a,,,,,,,,,,,,,,,,,,,,,,"[21455010,21455011)"
422111,F1,21455012,21455012,a,,1,,το,a,,,,,,,,,,,,,,,,,,,,,,"[21455012,21455013)"
422111,F1,21455016,21455016,a,,1,,εζητουν,a,,,,,,,,,,,,,,,,,,,,,,"[21455016,21455017)"
422111,F1,21455018,21455024,a,,1,,κατα του ιησου μαρτυριαν,a,,,,,,,,,,,,,,,,,,,,,,"[21455018,21455025)"
422111,F1,21455026,21455032,a,,1,,εις το θανατωσαι αυτον,a,,,,,,,,,,,,,,,,,,,,,,"[21455026,21455033)"
422111,F1,21455026,21455030,a,,1,,εις το θανατωσαι,a,,,,,,,,,,,,,,,,,,,,,,"[21455026,21455031)"
422111,F1,21455034,21455038,a,,1,,και ουχ ηυρισκον,a,,,,,,,,,,,,,,,,,,,,,,"[21455034,21455039)"
422111,F1,21456002,21456002,a,,1,,πολλοι,a,,,,,,,,,,,,,,,,,,,,,,"[21456002,21456003)"
422111,F1,21456004,21456004,a,,1,,γαρ,a,,,,,,,,,,,,,,,,,,,,,,"[21456004,21456005)"
422111,F1,21456006,21456010,a,,1,,εψευδομαρτυρουν κατ αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[21456006,21456011)"
422111,F1,21456006,21456006,a,,1,,εψευδομαρτυρουν,a,,,,,,,,,,,,,,,,,,,,,,"[21456006,21456007)"
422111,F1,21456008,21456010,a,,1,,κατ αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[21456008,21456011)"
422111,F1,21456014,21456022,a,,1,,ισαι αι μαρτυριαι ουκ ησαν,a,,,,,,,,,,,,,,,,,,,,,,"[21456014,21456023)"
422111,F1,21456016,21456018,a,,1,,αι μαρτυριαι,a,,,,,,,,,,,,,,,,,,,,,,"[21456016,21456019)"
422111,F1,21457002,21457004,a,,1,,και τινες,a,,,,,,,,,,,,,,,,,,,,,,"[21457002,21457005)"
422111,F1,21457005,21457005,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[21457005,21457006)"
422111,F1,21457006,21457006,a,,1,,ανασταντες,a,,,,,,,,,,,,,,,,,,,,,,"[21457006,21457007)"
422111,F1,21457007,21457007,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[21457007,21457008)"
422111,F1,21457010,21457014,a,,1,,κατ αυτου λεγοντες,a,,,,,,,,,,,,,,,,,,,,,,"[21457010,21457015)"
422111,F1,21458002,21458026,a,,1,,οτι ημεις ηκουσαμεν αυτου λεγοντος οτι εγω καταλυσω τον ναον τουτον τον χειροποιητον,a,,,,,,,,,,,,,,,,,,,,,,"[21458002,21458027)"
422111,F1,21458004,21458010,a,,1,,ημεις ηκουσαμεν αυτου λεγοντος,a,,,,,,,,,,,,,,,,,,,,,,"[21458004,21458011)"
422111,F1,21458004,21458004,a,,1,,ημεις,a,,,,,,,,,,,,,,,,,,,,,,"[21458004,21458005)"
422111,F1,21458006,21458006,a,,1,,ηκουσαμεν,a,,,,,,,,,,,,,,,,,,,,,,"[21458006,21458007)"
422111,F1,21458008,21458008,a,,1,,αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[21458008,21458009)"
422111,F1,21458012,21458012,a,,1,,οτι,a,,,,,,,,,,,,,,,,,,,,,,"[21458012,21458013)"
422111,F1,21458014,21458014,a,,1,,εγω,a,,,,,,,,,,,,,,,,,,,,,,"[21458014,21458015)"
422111,F1,21458016,21458016,a,,1,,καταλυσω,a,,,,,,,,,,,,,,,,,,,,,,"[21458016,21458017)"
422111,F1,21458018,21458026,a,,1,,τον ναον τουτον τον χειροποιητον,a,,,,,,,,,,,,,,,,,,,,,,"[21458018,21458027)"
422111,F1,21458030,21458040,a,,1,,δια τριων ημερων αλλον αχειροποιητον οικοδομησω,a,,,,,,,,,,,,,,,,,,,,,,"[21458030,21458041)"
422111,F1,21458030,21458036,b,,1,,δι ημερων τριων αλλον,b,,,,,,,,,,,,,,,,,,,,,,"[21458030,21458037)"
422111,F1,21458038,21458040,a,,1,,αχειροποιητον οικοδομησω,a,,,,,,,,,,,,,,,,,,,,,,"[21458038,21458041)"
422111,F1,21459006,21459006,a,,1,,ουτως,a,,,,,,,,,,,,,,,,,,,,,,"[21459006,21459007)"
422111,F1,21459008,21459016,c,,1,,ην ιση η μαρτυρια αυτων,c,,,,,,,,,,,,,,,,,,,,,,"[21459008,21459017)"
422111,F1,21460005,21460005,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[21460005,21460006)"
422111,F1,21460006,21460006,a,,1,,ο,a,,,,,,,,,,,,,,,,,,,,,,"[21460006,21460007)"
422111,F1,21460009,21460011,a,,1,,εις,a,,,,,,,,,,,,,,,,,,,,,,"[21460009,21460012)"
422111,F1,21460009,21460009,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[21460009,21460010)"
422111,F1,21460011,21460011,b,,1,,το,b,,,,,,,,,,,,,,,,,,,,,,"[21460011,21460012)"
422111,F1,21460013,21460013,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[21460013,21460014)"
422111,F1,21460014,21460014,a,,1,,επηρωτησεν,a,,,,,,,,,,,,,,,,,,,,,,"[21460014,21460015)"
422111,F1,21460016,21460018,a,,1,,τον ιησουν,a,,,,,,,,,,,,,,,,,,,,,,"[21460016,21460019)"
422111,F1,21460022,21460030,a,,1,,ουκ αποκρινη ουδεν τι ουτοι,a,,,,,,,,,,,,,,,,,,,,,,"[21460022,21460031)"
422111,F1,21460022,21460026,a,,1,,ουκ αποκρινη ουδεν,a,,,,,,,,,,,,,,,,,,,,,,"[21460022,21460027)"
422111,F1,21460028,21460030,a,,1,,τι ουτοι,a,,,,,,,,,,,,,,,,,,,,,,"[21460028,21460031)"
422111,F1,21460032,21460032,a,,1,,σου,a,,,,,,,,,,,,,,,,,,,,,,"[21460032,21460033)"
422111,F1,21461002,21461004,a,,1,,ο δε,a,,,,,,,,,,,,,,,,,,,,,,"[21461002,21461005)"
422111,F1,21461006,21461006,a,,1,,εσιωπα,a,,,,,,,,,,,,,,,,,,,,,,"[21461006,21461007)"
422111,F1,21461008,21461008,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[21461008,21461009)"
422111,F1,21461010,21461014,b,,1,,ουδεν απεκρινατο,b,,,,,,,,,,,,,,,,,,,,,,"[21461010,21461015)"
422111,F1,21461016,21461030,a,,1,,παλιν ο αρχιερευς επηρωτα αυτον και λεγει αυτω,a,,,,,,,,,,,,,,,,,,,,,,"[21461016,21461031)"
422111,F1,21461016,21461016,b,,1,,και παλιν,b,,,,,,,,,,,,,,,,,,,,,,"[21461016,21461017)"
422111,F1,21461018,21461024,a,,1,,ο αρχιερευς επηρωτα αυτον,a,,,,,,,,,,,,,,,,,,,,,,"[21461018,21461025)"
422111,F1,21461026,21461030,c,,1,,λεγων αυτω,c,,,,,,,,,,,,,,,,,,,,,,"[21461026,21461031)"
422111,F1,21461036,21461040,a,,1,,ο χριστος ο,a,,,,,,,,,,,,,,,,,,,,,,"[21461036,21461041)"
422111,F1,21461044,21461046,a,,1,,του ευλογητου,a,,,,,,,,,,,,,,,,,,,,,,"[21461044,21461047)"
422111,F1,21462002,21462009,a,,1,,ο δε ιησους ειπεν,a,,,,,,,,,,,,,,,,,,,,,,"[21462002,21462010)"
422111,F1,21462006,21462006,b,,1,,ιησους αποκριθεις,b,,,,,,,,,,,,,,,,,,,,,,"[21462006,21462007)"
422111,F1,21462008,21462008,a,,1,,ειπεν,a,,,,,,,,,,,,,,,,,,,,,,"[21462008,21462009)"
422111,F1,21462009,21462009,b,,1,,αυτω,b,,,,,,,,,,,,,,,,,,,,,,"[21462009,21462010)"
422111,F1,21462026,21462034,b,,1,,καθημενον εκ δεξιων της δυναμεως,b,,,,,,,,,,,,,,,,,,,,,,"[21462026,21462035)"
422111,F1,21462036,21462038,a,,1,,και ερχομενον,a,,,,,,,,,,,,,,,,,,,,,,"[21462036,21462039)"
422111,F1,21462040,21462044,c,,1,,επι των νεφελων,c,,,,,,,,,,,,,,,,,,,,,,"[21462040,21462045)"
422111,F1,21463002,21463004,a,,1,,ο δε,a,,,,,,,,,,,,,,,,,,,,,,"[21463002,21463005)"
422111,F1,21463008,21463016,a,,1,,διαρρηξας τους χιτωνας αυτου λεγει,a,,,,,,,,,,,,,,,,,,,,,,"[21463008,21463017)"
422111,F1,21463008,21463008,a,,1,,διαρρηξας,a,,,,,,,,,,,,,,,,,,,,,,"[21463008,21463009)"
422111,F1,21463010,21463014,a,,1,,τους χιτωνας αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[21463010,21463015)"
422111,F1,21463010,21463012,a,,1,,τους χιτωνας,a,,,,,,,,,,,,,,,,,,,,,,"[21463010,21463013)"
422111,F1,21463014,21463014,a,,1,,αυτου,a,,,,,,,,,,,,,,,,,,,,,,"[21463014,21463015)"
422111,F1,21463016,21463016,a,,1,,λεγει,a,,,,,,,,,,,,,,,,,,,,,,"[21463016,21463017)"
422111,F1,21463020,21463020,a,,1,,ετι,a,,,,,,,,,,,,,,,,,,,,,,"[21463020,21463021)"
422111,F1,21463026,21463026,a,,1,,μαρτυρων,a,,,,,,,,,,,,,,,,,,,,,,"[21463026,21463027)"
422111,F1,21464001,21464001,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[21464001,21464002)"
422111,F1,21464002,21464002,a,,1,,ηκουσατε,a,,,,,,,,,,,,,,,,,,,,,,"[21464002,21464003)"
422111,F1,21464003,21464007,a,,1,,της βλασφημιας,a,,,,,,,,,,,,,,,,,,,,,,"[21464003,21464008)"
422111,F1,21464003,21464003,b,,1,,παντες,b,,,,,,,,,,,,,,,,,,,,,,"[21464003,21464004)"
422111,F1,21464004,21464006,b,,1,,την βλασφημιαν,b,,,,,,,,,,,,,,,,,,,,,,"[21464004,21464007)"
422111,F1,21464007,21464007,e,,1,,αυτου,e,,,,,,,,,,,,,,,,,,,,,,"[21464007,21464008)"
422111,F1,21464008,21464008,a,,1,,τι,a,,,,,,,,,,,,,,,,,,,,,,"[21464008,21464009)"
422111,F1,21464010,21464012,a,,1,,υμιν φαινεται,a,,,,,,,,,,,,,,,,,,,,,,"[21464010,21464013)"
422111,F1,21464014,21464018,b,,1,,και παντες,b,,,,,,,,,,,,,,,,,,,,,,"[21464014,21464019)"
422111,F1,21464020,21464020,a,,1,,κατεκριναν,a,,,,,,,,,,,,,,,,,,,,,,"[21464020,21464021)"
422111,F1,21464022,21464028,b,,1,,αυτον ειναι ενοχον θανατου,b,,,,,,,,,,,,,,,,,,,,,,"[21464022,21464029)"
422111,F1,21465006,21465006,a,,1,,τινες,a,,,,,,,,,,,,,,,,,,,,,,"[21465006,21465007)"
422111,F1,21465008,21465010,a,,1,,εμπτυειν αυτω,a,,,,,,,,,,,,,,,,,,,,,,"[21465008,21465011)"
422111,F1,21465012,21465020,a,,1,,και περικαλυπτειν αυτου το προσωπον,a,,,,,,,,,,,,,,,,,,,,,,"[21465012,21465021)"
422111,F1,21465016,21465020,b,,1,,το προσωπον αυτου,b,,,,,,,,,,,,,,,,,,,,,,"[21465016,21465021)"
422111,F1,21465024,21465024,a,,1,,κολαφιζειν,a,,,,,,,,,,,,,,,,,,,,,,"[21465024,21465025)"
422111,F1,21465028,21465030,a,,1,,και λεγειν,a,,,,,,,,,,,,,,,,,,,,,,"[21465028,21465031)"
422111,F1,21465032,21465032,b,,1,,,b,,,,,,,,,,,,,,,,,,,,,,"[21465032,21465033)"
422111,F1,21465035,21465035,j,,1,,νυν,j,,,,,,,,,,,,,,,,,,,,,,"[21465035,21465036)"
422111,F1,21465038,21465040,a,,1,,οι υπηρεται,a,,,,,,,,,,,,,,,,,,,,,,"[21465038,21465041)"
422111,F1,21465042,21465046,c,,1,,ραπισμασιν αυτον ελαμβανον,c,,,,,,,,,,,,,,,,,,,,,,"[21465042,21465047)"
422111,F1,21466002,21466002,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[21466002,21466003)"
422111,F1,21466006,21466006,a,,1,,του,a,,,,,,,,,,,,,,,,,,,,,,"[21466006,21466007)"
422111,F1,21466010,21466018,a,,1,,κατω εν τη αυλη ερχεται,a,,,,,,,,,,,,,,,,,,,,,,"[21466010,21466019)"
422111,F1,21466010,21466016,b,,1,,εν τη αυλη κατω,b,,,,,,,,,,,,,,,,,,,,,,"[21466010,21466017)"
422111,F1,21466017,21466017,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[21466017,21466018)"
422111,F1,21466019,21466019,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[21466019,21466020)"
422111,F1,21466022,21466024,a,,1,,των παιδισκων,a,,,,,,,,,,,,,,,,,,,,,,"[21466022,21466025)"
422111,F1,21466026,21466028,a,,1,,του αρχιερεως,a,,,,,,,,,,,,,,,,,,,,,,"[21466026,21466029)"
422111,F1,21467006,21467008,b,,1,,αυτον,b,,,,,,,,,,,,,,,,,,,,,,"[21467006,21467009)"
422111,F1,21467010,21467010,a,,1,,θερμαινομενον,a,,,,,,,,,,,,,,,,,,,,,,"[21467010,21467011)"
422111,F1,21467014,21467016,a,,1,,αυτω λεγει,a,,,,,,,,,,,,,,,,,,,,,,"[21467014,21467017)"
422111,F1,21467018,21467018,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[21467018,21467019)"
422111,F1,21467022,21467032,a,,1,,μετα του ναζαρηνου ησθα του ιησου,a,,,,,,,,,,,,,,,,,,,,,,"[21467022,21467033)"
422111,F1,21467024,21467032,h,,1,,του ναζαρηνου ιησου ης,h,,,,,,,,,,,,,,,,,,,,,,"[21467024,21467033)"
422111,F1,21468007,21468007,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[21468007,21468008)"
422111,F1,21468009,21468009,a,,1,,,a,,,,,,,,,,,,,,,,,,,,,,"[21468009,21468010)"
422111,F1,21468010,21468016,a,,1,,ουτε οιδα ουτε επισταμαι,a,,,,,,,,,,,,,,,,,,,,,,"[21468010,21468017)"
422111,F1,21468010,21468014,a,,1,,ουτε οιδα ουτε,a,,,,,,,,,,,,,,,,,,,,,,"[21468010,21468015)"
422111,F1,21468018,21468020,a,,1,,συ τι,a,,,,,,,,,,,,,,,,,,,,,,"[21468018,21468021)"
422111,F1,21468024,21468024,a,,1,,και,a,,,,,,,,,,,,,,,,,,,,,,"[21468024,21468025)"
422111,F1,21468026,21468034,a,,1,,εξηλθεν εξω εις το προαυλιον,a,,,,,,,,,,,,,,,,,,,,,,"[21468026,21468035)"
422111,F1,21468026,21468026,a,,1,,εξηλθεν,a,,,,,,,,,,,,,,,,,,,,,,"[21468026,21468027)"
422111,F1,21468028,21468034,e,,1,,εις την εξω αυλην,e,,,,,,,,,,,,,,,,,,,,,,"[21468028,21468035)"
422111,F1,21468036,21468040,a,,1,,και αλεκτωρ εφωνησεν,a,,,,,,,,,,,,,,,,,,,,,,"[21468036,21468041)"
